Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HHW,AHW,HC,AC,HF,AF,HO,AO,HY,AY,HR,AR,HBP,ABP,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
E0,23/10/2000,Southampton,Man City,0,2,A,0,1,A,15056,Alan Wiley,19,11,6,4,0,0,9,3,10,15,2,0,1,2,0,0,10,20,1.95,3.2,3.4,2,2.9,3,2,3.2,3.2,2,3.25,3.25,1.9,3.25,3.4
E0,28/10/2000,Arsenal,Man City,5,0,H,1,0,H,38049,Rob Styles,22,6,14,2,1,0,10,4,6,13,7,4,0,3,0,1,0,55,1.31,4.25,8,1.3,4,7,1.25,4.5,10,1.3,4.33,8.5,1.28,4.5,8
E0,28/10/2000,Aston Villa,Charlton,2,1,H,2,0,H,27461,Dermot Gallagher,12,7,7,4,1,0,9,6,13,11,3,4,3,2,0,0,30,20,1.7,4.3,3.2,1.6,3.2,4.2,1.6,3.25,5,1.62,3.4,5,1.61,3.25,5
E0,28/10/2000,Chelsea,Tottenham,3,0,H,2,0,H,34966,Steve Dunn,9,6,7,3,1,0,2,3,12,14,5,2,3,3,0,0,30,30,1.66,3.2,4.7,1.7,3.1,3.8,1.55,3.5,5,1.5,3.4,5.5,1.61,3.25,5
E0,28/10/2000,Ipswich,Middlesbrough,2,1,H,2,0,H,21771,Neale Barry,19,7,11,3,1,0,6,1,8,17,1,4,0,2,0,0,0,20,2.2,3.2,2.85,2.1,2.9,2.9,1.85,3.2,3.75,2,3.2,3.2,2.1,3.2,3
E0,28/10/2000,Leicester,Derby,2,1,H,1,1,D,20525,Graham Poll,9,7,5,2,0,0,7,3,9,18,2,1,0,3,0,0,0,30,1.6,3.35,4.9,1.6,3.2,4.2,1.5,3.4,6,1.6,3.25,5.5,1.66,3.1,5
E0,28/10/2000,Man United,Southampton,5,0,H,2,0,H,67581,Andy D'Urso,16,12,8,5,1,0,7,7,5,9,3,5,0,0,0,0,0,0,1.2,5.3,10,1.2,4.7,9,1.25,4.5,10,1.22,4.8,11,1.2,5,11
E0,28/10/2000,Sunderland,Coventry,1,0,H,0,0,D,44526,Alan Wiley,11,10,7,4,0,0,1,3,17,10,3,12,2,2,0,0,20,20,1.8,3.2,3.9,1.65,3.2,3.8,1.55,3.5,5,1.57,3.4,5.5,1.61,3.25,5
E0,28/10/2000,West Ham,Newcastle,1,0,H,0,0,D,26044,Mike Riley,11,12,4,5,0,1,3,8,15,10,1,3,3,2,0,0,30,20,2.5,3.05,2.6,2.2,2.9,2.7,2.35,3.2,2.6,2.3,3.2,2.75,2.3,3.25,2.62
E0,29/10/2000,Bradford,Leeds,1,1,D,1,0,H,17364,Steve Lodge,11,12,6,9,0,0,5,9,15,15,3,8,3,4,0,0,30,40,3.1,3.15,2.1,3,2.9,2,3.5,3.5,1.8,3.4,3.25,1.95,3.75,3.3,1.8
E0,29/10/2000,Liverpool,Everton,3,1,H,1,1,D,44718,Paul Durkin,10,9,8,7,0,0,9,6,10,10,7,5,0,1,0,1,0,35,1.75,3.3,4.1,1.8,3,3.5,1.6,3.25,5,1.62,3.2,5.5,1.72,3.1,4.5
E0,04/11/2000,Charlton,Bradford,2,0,H,2,0,H,19655,Neale Barry,11,12,7,8,0,0,3,6,10,20,9,1,0,1,0,1,0,35,1.7,3.25,4.5,1.6,3.2,4.2,1.7,3.4,4,1.67,3.4,4.5,1.72,3.4,4
E0,04/11/2000,Coventry,Man United,1,2,A,0,2,A,21079,Graham Poll,4,11,2,6,0,1,3,9,17,8,4,5,1,1,0,0,10,10,4.55,3.35,1.66,4,3.3,1.6,6,3.4,1.5,6,3.4,1.53,5.5,3.25,1.57
E0,04/11/2000,Leeds,Liverpool,4,3,H,1,2,A,40055,David Ellaray,10,14,7,8,1,0,7,7,18,18,10,4,1,4,0,0,10,40,2.3,3,2.85,2.2,2.9,2.7,2.37,3.2,2.6,2.38,3.2,2.63,2.5,3.1,2.5
E0,04/11/2000,Man City,Leicester,0,1,A,0,0,D,34279,Mark Halsey,14,3,3,2,0,0,9,4,12,14,0,8,1,2,0,0,10,20,2.3,3.1,2.75,2.2,2.9,2.7,2.35,3.2,2.6,2.2,3.2,2.88,2.25,3.1,2.8
E0,04/11/2000,Middlesbrough,Arsenal,0,1,A,0,1,A,29541,Andy D'Urso,4,11,3,8,0,0,5,8,10,11,3,4,1,1,1,0,35,10,3.55,3.2,1.9,3.5,3,1.8,5,3.5,1.57,5,3.4,1.62,4.5,3.3,1.66
E0,04/11/2000,Newcastle,Ipswich,2,1,H,1,1,D,50922,Alan Wiley,11,8,6,5,0,0,7,4,13,7,7,5,1,0,0,0,10,0,1.75,3.2,4.35,1.75,3.1,3.6,1.65,3.25,4.5,1.6,3.5,4.75,1.72,3.4,4
E0,04/11/2000,Southampton,Chelsea,3,2,H,2,0,H,15236,Jeff Winter,10,9,4,4,1,1,7,7,16,11,3,2,4,2,0,0,40,20,3.4,3.1,2,3.3,3,1.85,3.75,3.25,1.8,3.8,3.3,1.8,3.75,3.3,1.8
E0,04/11/2000,Tottenham,Sunderland,2,1,H,1,0,H,36016,Dermot Gallagher,11,12,6,3,0,0,8,7,18,9,3,4,1,0,1,0,35,0,1.85,3.25,3.6,2,2.9,3,2.1,3.2,3,2,3.2,3.3,1.9,3.25,3.4
E0,05/11/2000,Everton,Aston Villa,0,1,A,0,0,D,27670,Steve Lodge,14,4,6,1,0,0,6,2,17,23,1,1,3,2,0,0,30,20,2.3,3,2.9,2.3,2.9,2.5,2.35,3.2,2.6,2.4,3.2,2.63,2.37,3.1,2.62
E0,06/11/2000,Derby,West Ham,0,0,D,0,0,D,24621,Paul Durkin,14,6,2,6,0,0,6,1,14,18,1,2,1,1,0,0,10,10,2.6,3.15,2.4,2.7,2.9,2.2,2.75,3.2,2.25,2.75,3.1,2.8,2.62,3.1,2.37
E0,11/11/2000,Arsenal,Derby,0,0,D,0,0,D,37679,Steve Lodge,15,9,9,2,0,1,10,0,12,13,9,3,0,2,0,0,0,20,1.2,5.5,10,1.2,4.7,9,1.17,5.5,12,1.18,5.5,11,1.16,5.5,12
E0,11/11/2000,Aston Villa,Tottenham,2,0,H,1,0,H,33608,Barry Knight,11,3,6,2,0,0,10,1,15,13,1,3,0,3,0,0,0,30,1.8,3.15,3.9,1.7,3.1,3.8,1.6,3.5,4.5,1.7,3.25,4.5,1.8,3.1,4
E0,11/11/2000,Bradford,Everton,0,1,A,0,0,D,17276,Rob Harris,11,9,6,4,1,0,3,3,8,18,3,5,1,2,0,0,10,20,2.55,3.15,2.45,2.3,2.9,2.5,2.6,3.2,2.35,2.5,3.1,2.5,2.5,3.1,2.5
E0,11/11/2000,Ipswich,Charlton,2,0,H,0,0,D,22263,Steve Bennett,30,7,13,4,0,0,13,3,8,12,2,4,0,2,0,0,0,20,1.9,3.15,3.6,1.9,2.9,3.2,1.9,3.25,3.4,1.9,3.25,3.6,1.83,3.2,3.75
E0,11/11/2000,Leicester,Newcastle,1,1,D,0,0,D,21406,Rob Styles,8,7,4,1,0,0,0,3,7,8,6,3,1,1,0,0,10,10,2.15,3.05,3.1,2.2,2.9,2.7,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.8
E0,11/11/2000,Man United,Middlesbrough,2,1,H,0,1,A,67576,Paul Durkin,18,5,11,1,0,0,10,0,5,10,8,5,0,0,0,0,0,0,1.21,5.15,10,1.25,4.3,8,1.2,5,11,1.18,5.5,11,1.16,5.5,12
E0,11/11/2000,Sunderland,Southampton,2,2,D,1,1,D,45064,Mike Dean,11,10,5,5,1,0,7,4,13,21,3,4,1,1,0,0,10,10,1.66,3.3,4.7,1.6,3.2,4.2,1.55,3.5,5,1.6,3.3,5.25,1.66,3.3,4.5
E0,11/11/2000,West Ham,Man City,4,1,H,0,1,A,26022,Jeff Winter,22,10,11,5,1,0,7,5,7,7,7,6,1,1,0,0,10,10,1.8,3.2,3.9,1.7,3.1,3.8,1.73,3.4,4,1.62,3.3,4.5,1.72,3.2,4.33
E0,12/11/2000,Chelsea,Leeds,1,1,D,0,0,D,35121,Graham Poll,12,11,7,3,0,0,3,2,19,24,2,6,4,4,0,0,40,40,1.85,3.25,3.55,1.75,3.1,3.6,1.8,3.25,4,1.8,3.25,4,1.8,3.3,3.75
E0,12/11/2000,Liverpool,Coventry,4,1,H,1,0,H,43701,Mike Riley,19,10,13,5,0,0,7,1,10,12,4,1,1,0,0,0,10,0,1.3,4.5,8,1.25,4.3,8,1.3,4,8,1.29,4.33,9,1.33,4,8
E0,18/11/2000,Charlton,Chelsea,2,0,H,1,0,H,20043,Paul Durkin,10,13,6,3,0,1,4,5,18,22,5,1,2,3,0,0,20,30,3.2,3.1,2.05,2.9,2.9,2.1,2.75,3.25,2.2,3.3,3.2,2,3.4,3.25,1.9
E0,18/11/2000,Derby,Bradford,2,0,H,0,0,D,31614,Andy D'Urso,7,7,3,4,0,0,2,4,10,18,2,3,3,1,0,0,30,10,1.85,3.25,3.55,1.85,2.9,3.4,1.7,3.4,4,1.75,3.4,4,1.72,3.4,4
E0,18/11/2000,Everton,Arsenal,2,0,H,0,0,D,33106,Mike Riley,4,4,2,2,0,1,3,5,20,12,2,4,3,1,0,0,30,10,3.7,3.2,1.85,3.3,2.8,1.9,4.3,3.2,1.7,4,3.25,1.8,4,3.4,1.72
E0,18/11/2000,Leeds,West Ham,0,1,A,0,1,A,40005,Paul Taylor,15,4,6,3,0,0,2,2,14,19,0,4,1,1,0,0,10,10,1.6,3.4,5,1.7,3.1,3.8,1.5,3.4,6,1.53,3.5,5.5,1.57,3.5,5
E0,18/11/2000,Man City,Man United,0,1,A,0,1,A,34429,Steve Dunn,10,8,4,4,0,0,10,11,13,8,2,6,3,1,0,0,30,10,5.2,3.35,1.6,4.2,3.2,1.6,4.5,3.25,1.65,5.5,3.4,1.57,6,3.4,1.5
E0,18/11/2000,Middlesbrough,Leicester,0,3,A,0,2,A,27965,Alan Wiley,11,9,4,7,1,0,6,2,8,12,3,4,3,1,0,0,30,10,2.55,3.1,2.45,2.2,2.9,2.7,2.35,3.2,2.6,2.4,3.2,2.6,2.37,3.1,2.62
E0,18/11/2000,Newcastle,Sunderland,1,2,A,1,0,H,52030,Graham Poll,19,9,9,6,2,0,1,4,17,26,10,4,1,3,0,0,10,30,1.85,3.25,3.65,1.85,3,3.3,1.85,3.2,3.75,1.73,3.25,4.33,1.72,3.2,4.33
E0,18/11/2000,Southampton,Aston Villa,2,0,H,2,0,H,14979,Peter Jones,7,9,3,3,0,0,3,3,10,10,3,2,0,0,0,0,0,0,2.65,3.05,2.4,2.4,2.9,2.4,2.6,3.2,2.35,2.7,3.1,2.38,2.62,3.1,2.37
E0,19/11/2000,Tottenham,Liverpool,2,1,H,2,1,H,36036,Mark Halsey,6,9,4,4,1,0,6,5,11,13,3,3,1,2,0,0,10,20,2.65,3.25,2.3,2.35,3,2.35,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.2,2.25
E0,20/11/2000,Coventry,Ipswich,0,1,A,0,0,D,19322,David Ellaray,12,10,5,4,1,0,5,5,10,12,6,4,1,1,0,0,10,10,2.4,2.95,2.75,2.2,2.9,2.7,2.4,3.25,2.5,2.4,3.2,2.6,2.5,3.1,2.5
E0,25/11/2000,Charlton,Sunderland,0,1,A,0,0,D,20043,Steve Dunn,10,8,2,3,0,1,7,8,16,16,7,4,0,1,0,0,0,10,2.1,3.2,3,1.85,3,3.3,2.2,3.25,2.75,2.1,3.2,3.1,2.1,3.2,3
E0,25/11/2000,Coventry,Aston Villa,1,1,D,0,1,A,21464,Jeff Winter,10,7,2,4,0,0,6,1,9,19,2,5,1,2,0,0,10,20,2.75,3.15,2.3,2.5,2.9,2.3,2.75,3.25,2.2,2.75,3.2,2.3,2.75,3.1,2.3
E0,25/11/2000,Derby,Man United,0,3,A,0,0,D,32910,David Ellaray,1,12,0,7,0,0,3,9,12,12,3,4,2,1,0,0,20,10,6,3.6,1.45,4,3.1,1.65,6,3.75,1.44,6,3.6,1.5,6.5,3.6,1.44
E0,25/11/2000,Everton,Chelsea,2,1,H,0,1,A,33515,Rob Styles,11,10,5,6,1,1,1,4,11,18,2,1,0,3,0,1,0,55,2.55,3.1,2.5,2.4,2.9,2.4,2.5,3.25,2.4,2.63,3.2,2.38,2.5,3.25,2.4
E0,25/11/2000,Man City,Ipswich,2,3,A,0,2,A,33741,Mike Dean,9,11,4,4,0,2,6,5,8,5,7,2,0,2,0,0,0,20,2.25,3.15,2.8,2.1,3,2.8,2.37,3.2,2.6,2.3,3.2,2.7,2.37,3.1,2.62
E0,25/11/2000,Middlesbrough,Bradford,2,2,D,0,2,A,28526,Paul Taylor,14,9,9,5,2,0,6,4,17,18,7,3,0,2,1,0,25,20,1.65,3.5,4.3,1.75,3.1,3.6,1.73,3.2,4.33,1.62,3.4,4.5,1.61,3.5,4.5
E0,25/11/2000,Southampton,West Ham,2,3,A,1,2,A,15232,Steve Bennett,10,14,5,8,0,0,6,10,12,10,2,2,1,2,0,0,10,20,2.3,3.2,2.7,2.4,2.9,2.4,2.4,3.25,2.5,2.25,3.2,2.8,2.25,3.2,2.75
E0,25/11/2000,Tottenham,Leicester,3,0,H,2,0,H,35636,Rob Harris,15,11,7,5,0,1,5,8,21,15,1,4,1,3,0,1,10,55,1.95,3.35,3.2,2,2.9,3,2.2,3.25,2.75,2.1,3.2,3.1,1.9,3.4,3.25
E0,26/11/2000,Leeds,Arsenal,1,0,H,0,0,D,38084,Dermot Gallagher,12,9,6,3,1,1,8,4,19,22,3,3,1,7,0,0,10,70,2.5,3.2,2.5,2.4,2.9,2.4,2.5,3.25,2.4,2.6,3.2,2.4,2.62,3.25,2.3
E0,26/11/2000,Newcastle,Liverpool,2,1,H,1,0,H,51949,Barry Knight,9,13,6,9,1,1,5,11,17,15,10,10,3,2,0,0,30,20,2.6,3.15,2.4,2.3,2.9,2.5,2.37,3.2,2.6,2.4,3.2,2.6,2.5,3.1,2.5
E0,02/12/2000,Arsenal,Southampton,1,0,H,0,0,D,38036,Steve Dunn,24,7,12,5,3,1,16,8,14,15,3,6,0,2,0,0,0,20,1.25,5,8.5,1.35,3.8,6.2,,,,1.25,4.75,9,1.28,4.5,8
E0,02/12/2000,Aston Villa,Newcastle,1,1,D,1,0,H,34255,David Ellaray,8,9,4,5,0,1,8,2,11,12,2,5,2,1,0,0,20,10,2,3.15,3.3,2,2.9,3,,,,2,3.25,3.25,1.9,3.25,3.4
E0,02/12/2000,Bradford,Coventry,2,1,H,0,0,D,15523,Mike Dean,10,13,6,7,0,0,9,8,11,12,10,7,3,2,0,0,30,20,2.3,3.15,2.75,2.2,2.9,2.7,,,,2.3,3.2,2.7,2.25,3.2,2.75
E0,02/12/2000,Ipswich,Derby,0,1,A,0,1,A,22003,Mark Halsey,11,3,5,3,0,0,6,1,13,13,1,0,1,1,0,0,10,10,1.57,3.5,5,1.6,3.2,4.2,,,,1.57,3.4,5.5,1.53,3.4,5.5
E0,02/12/2000,Leicester,Leeds,3,1,H,3,0,H,21486,Steve Bennett,8,12,5,4,0,1,0,6,10,7,2,2,1,2,0,1,10,45,2.35,3.15,2.65,2.2,2.9,2.7,,,,2.5,3.1,2.6,2.5,3.1,2.5
E0,02/12/2000,Liverpool,Charlton,3,0,H,1,0,H,43515,Rob Styles,13,7,3,2,0,0,6,5,10,9,2,2,1,1,0,0,10,10,1.33,4.3,7.5,1.4,3.6,5.5,,,,1.36,4,7.5,1.36,3.75,8
E0,02/12/2000,Man United,Tottenham,2,0,H,1,0,H,67583,Graham Poll,16,5,8,3,0,0,7,5,7,8,6,5,2,1,0,0,20,10,1.3,4.3,8,1.35,3.8,6.2,,,,1.29,4.5,8.5,1.3,4,9.5
E0,02/12/2000,West Ham,Middlesbrough,1,0,H,1,0,H,25459,Roy Burton,14,5,6,3,0,0,7,5,17,19,9,3,1,4,0,1,10,65,1.6,3.4,5,1.7,3.1,3.8,,,,1.57,3.4,5.5,1.57,3.5,5
E0,03/12/2000,Chelsea,Man City,2,1,H,2,0,H,34971,Dermot Gallagher,9,11,7,5,1,0,7,10,9,12,6,3,2,0,0,0,20,0,1.43,3.6,7,1.45,3.5,5,1.44,3.6,6.5,1.44,3.6,7,1.44,3.5,7
E0,04/12/2000,Sunderland,Everton,2,0,H,1,0,H,46372,Peter Jones,24,7,11,2,3,0,8,4,16,23,3,3,0,3,0,0,0,30,1.8,3.25,3.9,1.8,3,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.75,3.2,4.2
E0,09/12/2000,Arsenal,Newcastle,5,0,H,2,0,H,38052,Mike Dean,15,3,10,1,0,0,5,2,10,11,6,3,0,3,0,0,0,30,1.45,3.5,6.5,1.5,3.4,4.7,1.44,3.6,6.5,1.44,3.6,7,1.44,3.6,6.5
E0,09/12/2000,Bradford,Tottenham,3,3,D,1,2,A,17225,Neale Barry,13,6,6,4,1,0,7,2,6,16,7,17,2,0,0,0,20,0,2.75,3.15,2.3,2.35,3,2.35,2.75,3.2,2.25,2.63,3.3,2.3,2.62,3.3,2.25
E0,09/12/2000,Charlton,Man United,3,3,D,1,2,A,20043,Steve Lodge,15,15,8,8,1,2,9,6,6,10,6,0,0,1,0,0,0,10,5.5,3.4,1.57,3.8,3.2,1.65,5,3.5,1.57,5.5,3.5,1.53,6,3.4,1.5
E0,09/12/2000,Chelsea,Derby,4,1,H,3,0,H,34317,Paul Taylor,19,5,10,3,0,0,3,6,8,14,1,0,0,0,0,0,0,0,1.43,3.7,6.5,1.4,3.6,5.5,1.44,3.6,6.5,1.44,3.6,7,1.4,3.6,7.5
E0,09/12/2000,Man City,Everton,5,0,H,3,0,H,34516,Steve Bennett,13,14,9,4,0,0,5,13,12,12,5,3,0,1,0,0,0,10,2.4,3.1,2.65,2.3,3,2.4,2.37,3.2,2.6,2.38,3.2,2.63,2.37,3.3,2.5
E0,09/12/2000,Southampton,Leeds,1,0,H,1,0,H,15225,Paul Durkin,12,13,3,5,0,0,2,10,13,15,1,0,3,4,1,0,55,40,2.6,3,2.5,2.35,3,2.35,2.75,3.2,2.25,2.63,3.3,2.3,2.5,3.3,2.37
E0,09/12/2000,Sunderland,Middlesbrough,1,0,H,0,0,D,47742,Graham Poll,8,8,5,5,0,0,5,3,22,21,2,2,1,3,0,0,10,30,1.65,3.4,4.5,1.75,3.1,3.6,1.61,3.25,5,1.62,3.4,5,1.66,3.3,4.5
E0,09/12/2000,West Ham,Aston Villa,1,1,D,1,1,D,25888,Mike Riley,13,15,5,4,1,1,4,4,14,15,0,0,1,3,0,0,10,30,2.1,3.1,3.2,2,2.9,3,2,3.2,3.2,2.1,3.2,3.1,2.1,3.2,3
E0,10/12/2000,Coventry,Leicester,1,0,H,1,0,H,17283,Steve Dunn,12,6,5,1,1,0,8,10,11,15,1,3,0,1,0,0,0,10,2.75,3.15,2.3,2.7,2.9,2.2,2.8,3.4,2.1,2.75,3.25,2.25,2.75,3.2,2.25
E0,10/12/2000,Liverpool,Ipswich,0,1,A,0,1,A,43509,Alan Wiley,14,11,5,6,2,0,8,5,12,14,3,3,1,3,0,0,10,30,1.45,3.6,6.5,1.5,3.4,4.7,1.5,3.4,6,1.44,3.6,7,1.44,3.6,6.5
E0,16/12/2000,Aston Villa,Man City,2,2,D,0,0,D,29281,Andy D'Urso,10,9,5,4,1,0,5,4,8,16,4,3,2,1,1,0,45,10,1.6,3.2,5.5,1.5,3.4,4.7,1.61,3.25,5,1.67,3,5.25,1.57,3.25,5.5
E0,16/12/2000,Derby,Coventry,1,0,H,1,0,H,27869,Matt Messias,4,14,3,5,0,0,3,5,17,10,3,4,1,3,0,0,10,30,2,3.1,3.4,1.9,2.9,3.2,1.91,3.25,3.4,2.1,3.1,3.2,2,3.2,3.2
E0,16/12/2000,Everton,West Ham,1,1,D,0,0,D,31246,Clive Wilkes,15,9,5,4,0,0,9,7,10,7,1,2,1,2,0,0,10,20,2.2,2.9,3.1,2.3,2.9,2.5,2.2,3.25,2.75,2.25,3.2,2.7,2.25,3.2,2.75
E0,16/12/2000,Ipswich,Southampton,3,1,H,0,1,A,22228,Barry Knight,15,13,7,4,0,1,6,1,11,12,2,1,1,2,0,0,10,20,1.7,3.2,4.6,1.75,3.1,3.6,1.67,3.25,4.5,1.7,3.25,4.5,1.66,3.3,4.5
E0,16/12/2000,Leeds,Sunderland,2,0,H,1,0,H,40053,Rob Styles,17,17,8,6,1,1,8,5,16,20,9,3,3,4,0,0,30,40,1.65,3.2,4.5,1.7,3.1,3.8,1.73,3.2,4.33,1.57,3.25,5.2,1.66,3.3,4.5
E0,16/12/2000,Leicester,Charlton,3,1,H,1,1,D,19371,Alan Wiley,9,12,5,8,0,0,5,5,11,16,2,2,1,2,0,0,10,20,1.6,3.4,5,1.7,3.1,3.6,1.67,3.4,4.33,1.62,3.25,5,1.66,3.3,4.5
E0,16/12/2000,Middlesbrough,Chelsea,1,0,H,0,0,D,29422,Peter Jones,7,9,4,3,0,0,3,5,14,16,2,2,0,2,0,0,0,20,2.9,3.1,2.2,2.7,2.9,2.2,2.75,3.2,2.25,3,3.2,2.1,3.1,3.1,2.1
E0,16/12/2000,Newcastle,Bradford,2,1,H,1,0,H,50470,Steve Dunn,17,7,6,3,1,0,4,3,16,17,11,7,0,2,0,0,0,20,1.45,3.6,6.8,1.4,3.6,5.5,1.5,3.4,6,1.5,3.5,6,1.5,3.6,5.5
E0,17/12/2000,Man United,Liverpool,0,1,A,0,1,A,67533,Mike Riley,6,9,4,4,0,1,9,2,10,11,2,4,1,0,1,0,35,0,1.6,3.3,5.2,1.5,3.4,4.7,1.5,3.4,6,1.62,3.4,5,1.5,3.4,6
E0,18/12/2000,Tottenham,Arsenal,1,1,D,1,0,H,36062,Jeff Winter,8,17,4,10,0,0,3,7,20,14,1,2,2,1,0,0,20,10,2.75,3.2,2.25,2.35,3,2.35,2.8,3.2,2.2,2.7,3.2,2.3,2.8,3.2,2.2
E0,22/12/2000,Coventry,Southampton,1,1,D,1,0,H,18090,Alan Wiley,12,10,5,2,1,0,8,6,12,13,3,3,1,1,0,0,10,10,2.1,3.2,2.9,2.1,2.9,2.9,2.25,3.2,2.75,2.15,3.2,3,2.2,3.2,2.8
E0,23/12/2000,Charlton,Everton,1,0,H,1,0,H,20042,Graham Barber,10,10,7,4,0,1,13,6,15,21,6,4,1,4,0,0,10,40,1.9,3.2,3.4,1.9,3,3.1,2,3.2,3.2,2,3.2,3.3,2,3.2,3.2
E0,23/12/2000,Chelsea,Bradford,3,0,H,1,0,H,33377,Barry Knight,17,7,8,1,1,0,5,4,8,12,8,7,0,1,0,0,0,10,1.33,3.8,8.5,1.35,3.8,6.2,1.33,4,8,1.3,4.2,9,1.33,4,8
E0,23/12/2000,Derby,Newcastle,2,0,H,1,0,H,29978,Rob Harris,8,8,5,4,0,0,2,3,17,16,6,5,1,2,0,0,10,20,2.6,3,2.4,2.4,2.9,2.4,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.25,2.4
E0,23/12/2000,Leeds,Aston Villa,1,2,A,0,1,A,39714,Mark Halsey,15,8,5,5,0,0,10,2,18,18,3,1,1,4,0,0,10,40,1.67,3.2,4.5,1.85,3,3.3,1.61,3.5,4.5,1.62,3.4,5,1.66,3.3,4.5
E0,23/12/2000,Leicester,West Ham,2,1,H,1,1,D,21524,Graham Poll,11,11,6,4,0,0,6,5,7,5,0,2,1,0,0,0,10,0,1.95,3.1,3.4,2.1,2.9,2.9,2.2,3.25,2.75,2.05,3.2,3.2,2.1,3.2,3
E0,23/12/2000,Liverpool,Arsenal,4,0,H,1,0,H,44144,Paul Durkin,12,12,6,6,0,0,6,3,18,14,3,1,2,0,0,0,20,0,2.15,3.1,2.95,2.1,2.9,2.9,2.2,3.25,2.75,2.25,3.2,2.8,2.2,3.2,2.8
E0,23/12/2000,Man United,Ipswich,2,0,H,2,0,H,67597,Steve Bennett,20,5,4,3,1,0,11,3,7,8,2,4,0,1,0,0,0,10,1.3,4.2,8.5,1.45,3.5,5,1.36,3.75,8,1.36,3.9,8,1.28,4.5,8
E0,23/12/2000,Sunderland,Man City,1,0,H,1,0,H,47475,David Ellaray,9,9,5,3,0,1,8,6,14,18,12,11,2,2,0,0,20,20,1.6,3.5,4.6,1.6,3.2,4.2,1.61,3.5,4.5,1.62,3.4,5,1.57,3.5,5
E0,23/12/2000,Tottenham,Middlesbrough,0,0,D,0,0,D,35638,Rob Styles,16,5,8,0,1,0,8,4,22,13,4,4,2,3,0,0,20,30,1.55,3.5,5,1.75,3.1,3.6,1.57,3.5,5,1.57,3.4,5.5,1.57,3.5,5
E0,26/12/2000,Arsenal,Leicester,6,1,H,1,0,H,38007,Dermot Gallagher,27,2,15,2,1,0,14,0,14,11,8,2,0,0,0,0,0,0,1.45,3.6,6,1.5,3.4,4.7,,,,1.44,3.75,6.5,1.4,3.6,7.5
E0,26/12/2000,Aston Villa,Man United,0,1,A,0,0,D,40889,Graham Poll,6,14,3,3,0,0,2,4,15,16,4,1,1,2,0,0,10,20,3.8,3.2,1.81,3,2.9,2,,,,3.75,3.25,1.83,3.75,3.3,1.8
E0,26/12/2000,Bradford,Sunderland,1,4,A,0,1,A,20370,Paul Durkin,11,16,3,11,0,0,9,8,17,17,8,6,2,0,0,0,20,0,2.6,3.2,2.3,2.4,2.9,2.4,,,,2.75,3.25,2.25,2.62,3.3,2.25
E0,26/12/2000,Everton,Coventry,1,2,A,0,0,D,35704,Neale Barry,17,10,9,5,0,0,5,2,14,16,1,5,2,1,0,0,20,10,1.7,3.4,4,1.7,3.1,3.8,,,,1.8,3.25,4,1.66,3.4,4.33
E0,26/12/2000,Ipswich,Chelsea,2,2,D,1,2,A,22237,Jeff Winter,19,7,13,4,0,0,8,2,5,9,3,3,0,4,0,0,0,40,2.15,3.2,2.75,2.3,2.9,2.5,,,,2.25,3.25,2.75,2.3,3.1,2.75
E0,26/12/2000,Man City,Derby,0,0,D,0,0,D,34321,Mike Riley,15,14,7,3,1,2,7,7,15,14,1,7,2,2,0,0,20,20,1.85,3.2,3.6,1.9,3,3.1,,,,1.95,3.25,3.4,1.9,3.25,3.4
E0,26/12/2000,Middlesbrough,Liverpool,1,0,H,1,0,H,34696,Steve Lodge,7,11,2,5,0,0,2,6,7,9,5,3,2,2,0,0,20,20,3.5,3.3,1.85,2.9,2.9,2.1,,,,3.6,3.4,1.83,3.75,3.2,1.83
E0,26/12/2000,Newcastle,Leeds,2,1,H,2,1,H,52118,Andy D'Urso,13,8,4,5,2,1,7,2,23,17,3,4,4,2,0,0,40,20,2.3,3.2,2.6,2.2,2.9,2.7,,,,2.5,3.2,2.5,2.37,3.3,2.5
E0,26/12/2000,West Ham,Charlton,5,0,H,3,0,H,26046,Steve Dunn,17,12,10,8,1,0,5,8,19,11,3,1,1,0,0,0,10,0,1.63,3.6,4.2,1.75,3.1,3.6,,,,1.62,3.4,4.75,1.61,3.6,4.33
E0,27/12/2000,Southampton,Tottenham,2,0,H,2,0,H,15237,David Ellaray,17,7,6,2,1,0,4,4,17,13,1,4,1,3,0,0,10,30,2.3,3.1,2.65,2.2,2.9,2.7,2.37,3.2,2.6,2.3,3.25,2.7,2.37,3.1,2.62
E0,30/12/2000,Arsenal,Sunderland,2,2,D,2,0,H,38026,Graham Barber,17,14,9,7,0,1,11,1,14,18,3,1,0,3,0,0,0,30,1.4,3.8,7.5,1.4,3.6,5.5,1.4,3.75,7,1.4,3.75,7.5,1.36,3.75,8
